title,description,release_year,genres_list,rating,votes,directors,actors,runtime_minutes
George Washington,"Set in the landscape of a rural Southern town, George Washington is a stunning portrait of how a group of young kids come to grips with a hard world of choices and consequences. During an innocent game in an abandoned amusement park, a member of the group dies.  (Cowboy Booking International)",2000.0,['Drama'],7.3,22,David Gordon Green,"['Donald Holden', 'Damian Jewan Lee', 'Curtis Cotton III', 'Rachael Handy', 'Candace Evanofski']",89 minutes
Another Year,"In the Spring, happily married Gerri, a medical counselor, and Tom, a geologist, tend their allotment. They entertain Gerri's lonely work colleague Mary, and their community lawyer son Joe, throughout the year. [Sony Classics]",2010.0,"['Comedy', 'Drama']",7.4,73,Mike Leigh,"['Lesley Manville', 'Ruth Sheen', 'Jim Broadbent', 'Oliver Maltman', 'David Bradley']",129 minutes
At Berkeley,"The University of California at Berkeley, the oldest and most prestigious member of a ten campus public education system, is also one of the finest research and teaching facilities in the world. The film, At Berkeley, shows the major aspects of university life, its intellectual and social mission, its obligation to the state and to larger ideas of higher education, as well as illustrates how decisions are made and implemented by the administration in collaboration with its various constituencies.",2013.0,['Documentary'],7.8,4,Frederick Wiseman,"['Anahid Modrek', 'Sharon Inkelas', 'George Lakoff']",244 minutes
Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K (Ryan Gosling), unearths a long-buried secret that has the potential to plunge what’s left of society into chaos. K’s discovery leads him on a quest to find Rick Deckard (Harrison Ford), a former LAPD blade runner who has been missing for 30 years.",2017.0,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",8.3,"2,805",Denis Villeneuve,"['Ryan Gosling', 'Harrison Ford', 'Ana de Armas', 'Dave Bautista', 'Robin Wright']",164 minutes
Step,"Step documents the senior year of a girls’ high-school step dance team against the background of inner-city Baltimore.  As each one tries to become the first in their families to attend college, the girls strive to make their dancing a success against the backdrop of social unrest in the troubled city.",2017.0,['Documentary'],8.2,6,Amanda Lipitz,"['Paula Dofat', 'Cori Grainger', 'Tayla Solomon', 'Blessin Giraldo']",84 minutes
Experimenter,"In 1961, social psychologist Stanley Milgram (Peter Sarsgaard) conducted the ""obedience experiments"" at Yale University. The experiments observed the responses of ordinary people asked to send harmful electrical shocks to a stranger. Despite pleadings from the person they were shocking, 65 percent of subjects obeyed commands from a lab-coated authority figure to deliver potentially fatal currents. With Adolf Eichmann’s trial airing in living rooms across America, Milgram’s Kafkaesque results hit a nerve, and he was accused of being a deceptive, manipulative monster. Experimenter invites us inside Milgram’s whirring mind, beginning with his obedience research and wending a path to uncover how inner obsessions and the times in which he lived shaped a parade of human behavior inquiries. [Magnolia Pictures]",2015.0,"['Biography', 'Drama', 'History']",7.4,58,Michael Almereyda,"['Peter Sarsgaard', 'Winona Ryder', 'Jim Gaffigan', 'Edoardo Ballerini', 'John Palladino']",98 minutes
The Damned United,"Set in 1960’s and 1970’s England, The Damned United tells the confrontational and darkly humorous story of Brian Clough’s doomed 44 day tenure as manager of the reigning champions of English football Leeds United. Previously managed by his bitter rival Don Revie, and on the back of their most successful period ever as a football club, Leeds was perceived by many to represent a new aggressive and cynical style of football - an anathema to the principled yet flamboyant Brian Clough, who had achieved astonishing success as manager of Hartlepool and Derby County building teams in his own vision with trusty lieutenant Peter Taylor. Taking the Leeds job without Taylor by his side, with a changing room full of what in his mind were still Don’s boys, would lead to an unheralded examination of Clough’s belligerence and brilliance over 44 days. This is that story. The story of The Damned United. (Sony Pictures Classics)",2009.0,"['Biography', 'Drama', 'Sport']",7.2,57,Tom Hooper,"['Michael Sheen', 'Timothy Spall', 'Colm Meaney', 'Jim Broadbent', 'Maurice Roëves']",98 minutes
The Woman Who Ran,"While her husband is on a business trip, Gamhee (Kim Minhee) has three separate encounters with friends. Youngsoon (Seo Youngwha) is divorced, has given up meat and likes to garden in her backyard. Suyoung (Song Seonmi) has a crush on her architect neighbor and is being hounded by a young poet she met at the bar. Woojin (Kim Saebyuk) works for a movie theater. Their meeting is polite, but strained. Before long, their shared history bubbles to the surface. 
",2021.0,['Drama'],7.5,6,Hong Sang-soo,"['Kim Min-hee', 'Seo Young-hwa', 'Song Sun-mi', 'Kim Sae-byuk', 'Kwon Hae-hyo']",77 minutes
Mass,"Years after an unspeakable tragedy tore their lives apart, two sets of parents (Reed Birney and Ann Dowd, Jason Isaacs and Martha Plimpton), agree to talk privately in an attempt to move forward.",2021.0,['Drama'],7.7,52,Fran Kranz,"['Martha Plimpton', 'Jason Isaacs', 'Ann Dowd', 'Reed Birney', 'Breeda Wool']",110 minutes
Wadjda,An enterprising Saudi girl signs up for her school's Koran recitation competition in hopes of raising the remaining funds she needs to buy a green bicycle she desperately wants.,2013.0,"['Comedy', 'Drama']",7.2,56,Haifaa Al-Mansour,"['Reem Abdullah', 'Waad Mohammed', 'Abdullrahman Algohani', 'Ahd Kamel', 'Sultan Al Assaf']",98 minutes
Fresh,"Frustrated by scrolling dating apps only to end up on lame, tedious dates, Noa (Daisy Edgar-Jones) takes a chance by giving her number to the awkwardly charming Steve (Sebastian Stan) after a produce-section meet-cute at the grocery store. During a subsequent date at a local bar, sassy banter gives way to a chemistry-laden hookup, and a smitten Noa dares to hope that she might have actually found a real connection with the dashing cosmetic surgeon. She accepts Steve’s invitation to an impromptu weekend getaway, only to find that her new paramour has been hiding some unusual appetites. [Sundance]",2022.0,"['Crime', 'Drama', 'Thriller']",7.3,6,Boaz Yakin,"['Daisy Edgar-Jones', 'Sebastian Stan', 'Jojo T. Gibbs', 'Charlotte Le Bon', 'Dayo Okeniyi']",114 minutes
Fresh,"Frustrated by scrolling dating apps only to end up on lame, tedious dates, Noa (Daisy Edgar-Jones) takes a chance by giving her number to the awkwardly charming Steve (Sebastian Stan) after a produce-section meet-cute at the grocery store. During a subsequent date at a local bar, sassy banter gives way to a chemistry-laden hookup, and a smitten Noa dares to hope that she might have actually found a real connection with the dashing cosmetic surgeon. She accepts Steve’s invitation to an impromptu weekend getaway, only to find that her new paramour has been hiding some unusual appetites. [Sundance]",2022.0,"['Crime', 'Drama', 'Thriller']",7.3,6,Boaz Yakin,"['Daisy Edgar-Jones', 'Sebastian Stan', 'Jojo T. Gibbs', 'Charlotte Le Bon', 'Dayo Okeniyi']",114 minutes
13th,"The title of Ava DuVernay’s documentary 13th refers to the 13th Amendment to the Constitution, which reads “Neither slavery nor involuntary servitude, except as a punishment for crime whereof the party shall have been duly convicted, shall exist within the United States.” The progression from that second qualifying clause to the horrors of mass criminalization and the sprawling American prison industry is laid out by DuVernay with bracing lucidity. With a potent mixture of archival footage and testimony from a dazzling array of activists, politicians, historians, and formerly incarcerated women and men, DuVernay creates a work of grand historical synthesis.",2016.0,"['Documentary', 'Crime', 'History']",7.6,142,Ava DuVernay,"['Jelani Cobb', 'Angela Davis', 'Henry Louis Gates, Jr.', 'Michelle Alexander', 'Cory Booker']",100 minutes
This Much I Know to Be True,"Explores the creative relationship and songs from Nick Cave and Warren Ellis' last two studio albums, ""Ghosteen"" and ""Carnage"".",2022.0,"['Documentary', 'Music']",7.4,8,Andrew Dominik,"['Nick Cave', 'Warren Ellis', 'Marianne Faithfull', 'Earl Cave', 'Andrew Dominik']",101 minutes
Arrival,"When mysterious spacecraft touch down across the globe, an elite team is put together to investigate – including language expert Louise Banks (Amy Adams). Mankind teeters on the verge of global war as everyone scrambles for answers – and to find them, Banks will take a chance that could threaten her life, and quite possibly humanity.",2016.0,"['Drama', 'Mystery', 'Sci-Fi']",8.2,"2,029",Denis Villeneuve,"['Amy Adams', 'Jeremy Renner', 'Forest Whitaker', 'Michael Stuhlbarg', ""Mark O'Brien""]",116 minutes
Juno,"Juno, a whip-smart teen, confronts an unplanned pregnancy by her classmate Bleeker. With the help of her hot best friend, Leah, Juno finds her unborn child a ""perfect"" set of parents: an affluent suburban couple, Mark and Vanessa, longing to adopt. Luckily, Juno has the total support of her parents as she faces some tough decisions, flirts with adulthood, and ultimately figures out where she belongs. ",2007.0,"['Comedy', 'Drama']",7.5,409,Jason Reitman,"['Elliot Page', 'Michael Cera', 'Jennifer Garner', 'Jason Bateman', 'J.K. Simmons']",96 minutes
Everything Everywhere All at Once,"Evelyn Wang (Michelle Yeoh), a flustered immigrant mother, is contacted from a parallel universe and told that only she can save the world. The unlikely hero must learn to channel her newfound powers and fight through the splintering timelines of the multiverse to save her home, her family, and herself.",2022.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",7.6,951,"Daniel Kwan, 
    
      Daniel Scheinert","['Michelle Yeoh', 'Stephanie Hsu', 'Ke Huy Quan', 'James Hong', 'Jamie Lee Curtis']",139 minutes
Truman,"Diagnosed with terminal cancer, Julián (Ricardo Darin) has decided to forgo treatment, and spend his final days tying up loose ends. When childhood friend Tomás (Javier Cámara) pays his ailing friend an unexpected visit, he quickly realizes he won’t be able to change his mind. In what will be their final reunion, the two friends set out to finalize Julián’s funeral arrangements, settle his accounts and, most importantly, find a home for his beloved dog, Truman, in this heartfelt and surprisingly humorous film. [FilmRise]",2017.0,"['Comedy', 'Drama']",7.8,11,Cesc Gay,"['Ricardo Darín', 'Javier Cámara', 'Dolores Fonzi', 'Eduard Fernández', 'Àlex Brendemühl']",108 minutes
The Dissident,"When Washington Post journalist Jamal Khashoggi disappears in Istanbul, his fiancée and dissidents around the world piece together the clues to a murder and expose a global cover up.",2020.0,"['Documentary', 'Crime', 'Thriller']",7.8,23,Bryan Fogel,"['Jamal Khashoggi', 'Omar Abdulaziz', 'Prince Mohammed bin Salman al Saud', 'İrfan Fidan', 'Agnès Callamard']",119 minutes
"Arabian Nights: Volume 1, The Restless One","In which Scheherazade tells of the restlessness that befell the country: It hath reached me, O auspicious King, that in a sad country among all countries, where people dream of mermaids and whales, and unemployment is spreading. In certain places, forests burn into the night despite the falling rain; men and women long to set out to sea in the middle of winter. Sometimes there are animals that talk although it is highly improbable that they are listened to. In this country, where things are not what they appear to be, men of power promenade on camels and hide permanent and shameful erections; they await the moment when taxes are collected so they can pay a certain wizard whom... And seeing the morning break, Scheherazade fell silent. [Kino Lorber]",2015.0,['Drama'],7.3,9,Miguel Gomes,"['Crista Alfaiate', 'Miguel Gomes', 'Carloto Cotta', 'Adriano Luz', 'Rogério Samora']",125 minutes
Master and Commander: The Far Side of the World,"Based on author Patrick O'Brian's series of Aubrey/Maturin novels, the film is set during the Napoleonic Wars.  Crowe is Captain ""Lucky"" Jack Aubrey, renowned as a fighting captain in the British Navy, and Bettany is ship's doctor Stephen Maturin.  Their ship, the H.M.S. Surprise, is suddenly attacked by a superior enemy.  With the Surprise badly damaged and much of his crew injured, Aubrey is torn between duty and friendship as he pursues a high-stakes chase across two oceans, to intercept and capture his foe.  It's a mission that can make his reputation &#8211; or destroy Lucky Jack and his crew.  (20th Century Fox)",2003.0,"['Action', 'Adventure', 'Drama', 'War']",7.8,205,Peter Weir,"['Russell Crowe', 'Paul Bettany', ""James D'Arcy"", 'Robert Pugh', 'David Threlfall']",138 minutes
